star_id,time,flux,label
0,0.0,1.0009934283060224,0
0,0.02,0.9997234713976576,0
0,0.04,1.0012953770762014,0
0,0.06,1.0030460597128161,0
0,0.08,0.9995316932505534,0
0,0.1,0.9995317260861016,0
0,0.12,1.0031584256310149,0
0,0.14,1.0015348694583057,0
0,0.16,0.99906105122813,0
0,0.18,1.001085120087172,0
0,0.2,0.9990731646143751,0
0,0.22,0.9990685404928595,0
0,0.24,1.000483924543132,0
0,0.26,0.9961734395106844,0
0,0.28,0.9965501643349739,0
0,0.3,0.998875424941518,0
0,0.32,0.9979743377593312,0
0,0.34,1.0006284946651904,0
0,0.36,0.9981839518489576,0
0,0.38,0.9971753925973295,0
0,0.4,1.002931297537843,0
0,0.42,0.9995484473990269,0
0,0.44,1.0001350564093758,0
0,0.46,0.9971505036275731,0
0,0.48,0.9989112345509497,0
0,0.5,1.0002218451794198,0
0,0.52,0.9976980128451554,0
0,0.54,1.0007513960366914,0
0,0.56,0.9987987226201623,0
0,0.58,0.9994166125004135,0
0,0.6,0.9987965867755412,0
0,0.62,1.003704556369018,0
0,0.64,0.9999730055505242,0
0,0.66,0.9978845781420882,0
0,0.68,1.0016450898242064,0
0,0.7000000000000001,0.9975583127000579,0
0,0.72,1.0004177271900094,0
0,0.74,0.9960806597522405,0
0,0.76,0.9973436279022031,0
0,0.78,1.0003937224717383,0
0,0.8,1.0014769331599909,0
0,0.8200000000000001,1.00034273656238,0
0,0.84,0.9997687034352235,0
0,0.86,0.9993977926088214,0
0,0.88,0.9970429560192652,0
0,0.9,0.9985603115832106,0
0,0.92,0.9990787224580804,0
0,0.9400000000000001,1.0021142444524378,0
0,0.96,1.0006872365791368,0
0,0.98,0.9964739196892746,0
0,1.0,1.0006481679387895,0
0,1.02,0.9992298354391673,0
0,1.04,0.9986461559993881,0
0,1.06,1.0012233525776817,0
0,1.08,1.002061999044992,0
0,1.1,1.0018625602382325,0
0,1.12,0.9983215649535547,0
0,1.1400000000000001,0.9993815752482975,0
0,1.16,1.000662526862807,0
0,1.18,1.0019510902542448,0
0,1.2,0.9990416515243095,0
0,1.22,0.9996286820466723,0
0,1.24,0.9977873300519879,0
0,1.26,0.9976075867518387,0
0,1.28,1.0016250516447884,0
0,1.3,1.0027124800571416,0
0,1.32,0.9998559797568394,0
0,1.34,1.002007065795784,0
0,1.36,1.0007232720500954,0
0,1.3800000000000001,0.9987097604907897,0
0,1.4000000000000001,1.0007227912110168,0
0,1.42,1.003076073132932,0
0,1.44,0.9999283479217801,0
0,1.46,1.003129287311628,0
0,1.48,0.9947605097918205,0
0,1.5,1.0016438050087504,0
0,1.52,1.0001740941364763,0
0,1.54,0.9994019852990683,0
0,1.56,1.000183521553071,0
0,1.58,0.9960248621707982,0
0,1.6,0.999560656224325,0
0,1.62,1.0007142251430234,0
